Table,Measure,Expression,Description,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Unqualified_Measures_Score,Unqualified_Measures_Explanation,Is_Self_Explanatory_Score,Why_Not_Self_Explanatory,Name_Reflects_Expression_Score,Why_Is_Name_Not_Reflecting_Expression,Avoid_Abbreviations_Score,Why_Cryptic_Abbreviated,Total_AI_Quality_Score,Combined_Naming_Score,Overall_Quality_Average,Issue_Severity,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
M_Pipe,$ ACR Pipe All Previous Week,"CALCULATE(SUM(F_AzureConsumptionPipe[EstMonthlyUsage_CW1]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MilestoneStatus_CW1] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",,No,,No,,No,,No,,"$ ACR Pipe All Previous Week -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstMonthlyUsage_CW1]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MilestoneStatus_CW1] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Pipe,$ ACR Pipe All Two Weeks Previous,"CALCULATE(SUM(F_AzureConsumptionPipe[EstMonthlyUsage_CW2]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MilestoneStatus_CW2] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",,No,,No,,No,,No,,"$ ACR Pipe All Two Weeks Previous -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstMonthlyUsage_CW2]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MilestoneStatus_CW2] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not self-explanatory and could confuse users unfamiliar with its meaning.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
Ticker,Icon,"""🕘""",,Yes,"Refresh Date Icon, Icon",No,,No,,No,"DUPLICATE EXPRESSION: This measure has identical expression to: Refresh Date Icon, Icon","Icon -> Ticker + ""🕘""",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
Text Measures,ACR Coming From,"""Where is your ACR coming from?""",,No,,No,,No,,No,,"ACR Coming From -> Text Measures + ""Where is your ACR coming from?""",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
Text Measures,New ACR,"""Where is your new ACR coming from?""",,No,,No,,No,,No,,"New ACR -> Text Measures + ""Where is your new ACR coming from?""",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
Text Measures,ACR Growing,"""What ACR is growing?""",,No,,No,,No,,No,,"ACR Growing -> Text Measures + ""What ACR is growing?""",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
Text Measures,ACR Declining,"""What ACR is declining?""",,No,,No,,No,,No,,"ACR Declining -> Text Measures + ""What ACR is declining?""",0.2,No qualified references - simpler measure,0.2,,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.6,0.4,0.30000000000000004,critical,1,RED,#FF0000
M_Epic,# Accounts w/ Epic Subscriptions,"CALCULATE([# Accounts],AzureCustomerAttributes[HasEpicACR]=""Y"")",,No,,No,,Yes,# accounts,No,,"# Accounts w/ Epic Subscriptions -> M_Epic + CALCULATE([# Accounts],AzureCustomerAttributes[HasEpicACR]=""Y"") | REFERENCES: # Accounts -> DimCustomer + DISTINCTCOUNT(DimCustomer[TPID])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Epic,# Accounts w/ Epic Sales Program Pipe,"CALCULATE(COUNT('Distinct TPID for Pipe'[tpid]),SalesPrograms[ProgramName]=""Epic | On Azure"")",,No,,No,,No,,No,,"# Accounts w/ Epic Sales Program Pipe -> M_Epic + CALCULATE(COUNT('Distinct TPID for Pipe'[tpid]),SalesPrograms[ProgramName]=""Epic | On Azure"")",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Epic,$ Epic ACR,"CALCULATE([$ ACR],EpicSubscriptions[EpicSubscription]=""Y"")",,No,,No,,Yes,$ acr,Yes,,"$ Epic ACR -> M_Epic + CALCULATE([$ ACR],EpicSubscriptions[EpicSubscription]=""Y"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly explain what 'Epic ACR' represents without additional context.,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,$ Epic ACR Last Closed Month,"CALCULATE(M_Epic[$ Epic ACR],DimDate[IsLastAzureClosedMonth]=1)",,No,,Yes,$ epic acr,Yes,$ epic acr,No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ epic acr","$ Epic ACR Last Closed Month -> M_Epic + CALCULATE(M_Epic[$ Epic ACR],DimDate[IsLastAzureClosedMonth]=1) | REFERENCES: $ Epic ACR -> M_Epic + CALCULATE([$ ACR],EpicSubscriptions[EpicSubscription]=""Y"")",0.0,Has qualified references - complex measure,0.0,The measure name does not clearly explain what 'Epic ACR' represents without additional context.,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,$ Epic Avg Daily ACR MoM Growth LCM,"CALCULATE([$ Avg Daily ACR MoM Change],DimDate[IsLastAzureClosedMonth]=1,EpicSubscriptions[EpicSubscription]=""Y"")",,No,,No,,Yes,$ avg daily acr mom change,No,,"$ Epic Avg Daily ACR MoM Growth LCM -> M_Epic + CALCULATE([$ Avg Daily ACR MoM Change],DimDate[IsLastAzureClosedMonth]=1,EpicSubscriptions[EpicSubscription]=""Y"") | REFERENCES: $ Avg Daily ACR MoM Change -> M_ACR + [$ Avg Daily ACR Latest Selected Month] - [$ Avg Daily ACR Previous Selected Month]",0.2,No qualified references - simpler measure,0.0,"The measure name is too complex and uses abbreviations like 'ACR', 'MoM', and 'LCM' that are not self-explanatory.",0.0,The measure name does not clearly reflect the calculation due to the use of multiple unexplained abbreviations.,0.0,"The measure name contains multiple abbreviations: 'ACR', 'MoM', and 'LCM'.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_Epic,% Epic Avg Daily ACR Growth LCM,"CALCULATE([% Avg Daily ACR MoM Change Last Closed Month],EpicSubscriptions[EpicSubscription]=""Y"")",,No,,No,,Yes,% avg daily acr mom change last closed month,No,,"% Epic Avg Daily ACR Growth LCM -> M_Epic + CALCULATE([% Avg Daily ACR MoM Change Last Closed Month],EpicSubscriptions[EpicSubscription]=""Y"") | REFERENCES: % Avg Daily ACR MoM Change Last Closed Month -> M_ACR + VAR Change = [$ Avg Daily ACR Last Closed Month] - [$ Avg Daily ACR Previous Last Closed Month]
RETURN
DIVIDE(Change , [$ Avg Daily ACR Previous Last Closed Month])",0.2,No qualified references - simpler measure,0.0,"The measure name is too complex and uses abbreviations like 'ACR', 'LCM', and 'Avg' that are not self-explanatory.",0.0,The measure name does not clearly reflect the calculation due to the use of multiple unexplained abbreviations.,0.0,"The measure name contains multiple abbreviations: 'ACR', 'LCM', and 'Avg'.",0.0,0.0,0.0,critical,1,RED,#FF0000
M_Epic,$ Epic Sales Program Pipe,"CALCULATE([$ ACR Pipe All],SalesPrograms[ProgramName]=""Epic | On Azure"")",,No,,No,,Yes,$ acr pipe all,No,,"$ Epic Sales Program Pipe -> M_Epic + CALCULATE([$ ACR Pipe All],SalesPrograms[ProgramName]=""Epic | On Azure"") | REFERENCES: $ ACR Pipe All -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly explain what 'Sales Program Pipe' represents without additional context.,0.4,,0.4,,0.8,0.8,0.4,critical,1,RED,#FF0000
M_Epic,% Epic ACR / Total Organic ACR,"VAR E = M_Epic[$ Epic ACR]
VAR A = CALCULATE([$ Organic ACR],AzureCustomerAttributes[HasEpicACR]=""Y"")
RETURN
DIVIDE(E , A)",,No,,Yes,$ epic acr,Yes,"$ epic acr, $ organic acr",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ epic acr","% Epic ACR / Total Organic ACR -> M_Epic + VAR E = M_Epic[$ Epic ACR]
VAR A = CALCULATE([$ Organic ACR],AzureCustomerAttributes[HasEpicACR]=""Y"")
RETURN
DIVIDE(E , A) | REFERENCES: $ Epic ACR -> M_Epic + CALCULATE([$ ACR],EpicSubscriptions[EpicSubscription]=""Y""), $ Organic ACR -> M_ACR + CALCULATE(M_ACR[$ ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]=""N/A"")",0.0,Has qualified references - complex measure,0.0,The measure name does not clearly explain what 'Epic ACR' or 'Total Organic ACR' represents without additional context.,0.4,,0.0,The abbreviation 'ACR' is not explained in the measure name.,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,# Epic Subscriptions,COUNT(EpicSubscriptions[SubscriptionGUID]),,No,,No,,No,,No,,# Epic Subscriptions -> M_Epic + COUNT(EpicSubscriptions[SubscriptionGUID]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Epic,% Epic YoY Growth LCM,"CALCULATE([% Avg Daily ACR YoY Last Closed Month],EpicSubscriptions[EpicSubscription]=""Y"")",,No,,No,,Yes,% avg daily acr yoy last closed month,No,,"% Epic YoY Growth LCM -> M_Epic + CALCULATE([% Avg Daily ACR YoY Last Closed Month],EpicSubscriptions[EpicSubscription]=""Y"") | REFERENCES: % Avg Daily ACR YoY Last Closed Month -> M_ACR + CALCULATE(M_ACR[% Avg Daily ACR YoY],DimDate[IsLastAzureClosedMonth]=1)",0.2,No qualified references - simpler measure,0.0,The measure name is too complex and uses abbreviations like 'YoY' and 'LCM' that are not self-explanatory.,0.0,The measure name does not clearly reflect the calculation due to the use of multiple unexplained abbreviations.,0.0,The measure name contains multiple abbreviations: 'YoY' and 'LCM'.,0.0,0.0,0.0,critical,1,RED,#FF0000
M_Epic,$ Epic Pipe (Workload),"CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]=""Infra: Epic on Azure (EoA)"")",,No,,No,,Yes,$ acr pipe all,Yes,,"$ Epic Pipe (Workload) -> M_Epic + CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]=""Infra: Epic on Azure (EoA)"") | REFERENCES: $ ACR Pipe All -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly indicate it calculates the pipeline for a specific workload ('Infra: Epic on Azure (EoA)').,0.0,"The name does not fully reflect the calculation, which filters the pipeline by a specific workload.",0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,$ Epic Pipe (Sales Program excl Workload),"CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]<>""Infra: Epic on Azure (EoA)"",SalesPrograms[ProgramName]=""Epic | On Azure"")",,No,,No,,Yes,$ acr pipe all,Yes,,"$ Epic Pipe (Sales Program excl Workload) -> M_Epic + CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]<>""Infra: Epic on Azure (EoA)"",SalesPrograms[ProgramName]=""Epic | On Azure"") | REFERENCES: $ ACR Pipe All -> M_Pipe + CALCULATE(SUM(F_AzureConsumptionPipe[EstUsage]),FILTER(F_AzureConsumptionPipe,NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor"",""Hygiene/Duplicate""}), FILTER(F_AzureConsumptionPipe, NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}))",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly convey it calculates the pipeline for a specific sales program excluding a workload.,0.0,"The name does not fully reflect the calculation, which filters by a sales program and excludes a specific workload.",0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,$ Total Epic Pipe,[$ Epic Pipe (Sales Program excl Workload)] + [$ Epic Pipe (Workload)],,No,,No,,Yes,"$ epic pipe (sales program excl workload), $ epic pipe (workload)",No,,"$ Total Epic Pipe -> M_Epic + [$ Epic Pipe (Sales Program excl Workload)] + [$ Epic Pipe (Workload)] | REFERENCES: $ Epic Pipe (Sales Program excl Workload) -> M_Epic + CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]<>""Infra: Epic on Azure (EoA)"",SalesPrograms[ProgramName]=""Epic | On Azure""), $ Epic Pipe (Workload) -> M_Epic + CALCULATE([$ ACR Pipe All],F_AzureConsumptionPipe[Workload]=""Infra: Epic on Azure (EoA)"")",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Epic,# Epic Target Customers,"CALCULATE([# Accounts],AzureCustomerAttributes[IsEpicTarget]=""Y"")",,No,,No,,Yes,# accounts,No,,"# Epic Target Customers -> M_Epic + CALCULATE([# Accounts],AzureCustomerAttributes[IsEpicTarget]=""Y"") | REFERENCES: # Accounts -> DimCustomer + DISTINCTCOUNT(DimCustomer[TPID])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_Epic,% Accts w/ Epic Pipe (Workload),"CALCULATE([% Accounts w/ Azure Pipe (filterable)],F_AzureConsumptionPipe[Workload]=""Infra: Epic on Azure (EoA)"")",,No,,No,,Yes,% accounts w/ azure pipe (filterable),No,,"% Accts w/ Epic Pipe (Workload) -> M_Epic + CALCULATE([% Accounts w/ Azure Pipe (filterable)],F_AzureConsumptionPipe[Workload]=""Infra: Epic on Azure (EoA)"") | REFERENCES: % Accounts w/ Azure Pipe (filterable) -> M_Pipe + VAR A = CALCULATE(COUNTROWS('Distinct TPID for Pipe'), NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor""} && NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}) 
VAR Accts = [# Accounts]
RETURN
DIVIDE(A , Accts)",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly indicate it calculates the percentage of accounts with a specific workload pipeline.,0.0,"The name does not fully reflect the calculation, which filters accounts by a specific workload.",0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
M_Epic,% Accts w/ Epic Pipe (Sales Program),"CALCULATE([% Accounts w/ Azure Pipe (filterable)],SalesPrograms[ProgramName]=""Epic | On Azure"")",,No,,No,,Yes,% accounts w/ azure pipe (filterable),No,,"% Accts w/ Epic Pipe (Sales Program) -> M_Epic + CALCULATE([% Accounts w/ Azure Pipe (filterable)],SalesPrograms[ProgramName]=""Epic | On Azure"") | REFERENCES: % Accounts w/ Azure Pipe (filterable) -> M_Pipe + VAR A = CALCULATE(COUNTROWS('Distinct TPID for Pipe'), NOT F_AzureConsumptionPipe[MileStoneStatus] IN {""Cancelled"",""Lost to Competitor""} && NOT F_AzureConsumptionPipe[ConsumptionStatusReasonCombined] IN {""Closed - Pipeline Hygiene/Duplicate"",""Closed - Cancelled/Delayed"",""Closed - Lost"",""Closed - Cancelled by Customer""}) 
VAR Accts = [# Accounts]
RETURN
DIVIDE(A , Accts)",0.2,No qualified references - simpler measure,0.0,The measure name does not clearly indicate it calculates the percentage of accounts with a specific sales program pipeline.,0.0,"The name does not fully reflect the calculation, which filters accounts by a specific sales program.",0.4,,0.4,0.4,0.2,critical,1,RED,#FF0000
SubscriptionAttributes,Max Sub Enroll Change,"MAXX(VALUES('SubscriptionAttributes'[SubscriptionKey]),CALCULATE(MAX(SubscriptionAttributes[subchangedenroll_num])))",,No,,No,,No,,No,,"Max Sub Enroll Change -> SubscriptionAttributes + MAXX(VALUES('SubscriptionAttributes'[SubscriptionKey]),CALCULATE(MAX(SubscriptionAttributes[subchangedenroll_num])))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
SubscriptionAttributes,# Subscriptions Changed Enrollments,"CALCULATE([# Subscriptions (Attributes)],SubscriptionAttributes[SubChangedEnroll]=""Y"")",,No,,No,,Yes,# subscriptions (attributes),No,,"# Subscriptions Changed Enrollments -> SubscriptionAttributes + CALCULATE([# Subscriptions (Attributes)],SubscriptionAttributes[SubChangedEnroll]=""Y"") | REFERENCES: # Subscriptions (Attributes) -> Distinct SubscriptionKey + COUNT('Distinct SubscriptionGUID'[SubscriptionKey])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
SubscriptionAttributes,# Subscriptions Changed TPIDs,"CALCULATE([# Subscriptions (Attributes)],SubscriptionAttributes[SubChangedTPID]=""Y"")",,No,,No,,Yes,# subscriptions (attributes),No,,"# Subscriptions Changed TPIDs -> SubscriptionAttributes + CALCULATE([# Subscriptions (Attributes)],SubscriptionAttributes[SubChangedTPID]=""Y"") | REFERENCES: # Subscriptions (Attributes) -> Distinct SubscriptionKey + COUNT('Distinct SubscriptionGUID'[SubscriptionKey])",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
SubscriptionAttributes,Max Sub TPID Change,"MAXX(VALUES('SubscriptionAttributes'[SubscriptionKey]),CALCULATE(MAX(SubscriptionAttributes[subchangedtpid_num])))",,No,,No,,No,,No,,"Max Sub TPID Change -> SubscriptionAttributes + MAXX(VALUES('SubscriptionAttributes'[SubscriptionKey]),CALCULATE(MAX(SubscriptionAttributes[subchangedtpid_num])))",0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
Distinct SubscriptionKey,# Subscriptions (Attributes),COUNT('Distinct SubscriptionGUID'[SubscriptionKey]),,No,,No,,No,,Yes,,# Subscriptions (Attributes) -> Distinct SubscriptionKey + COUNT('Distinct SubscriptionGUID'[SubscriptionKey]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
Day Adjustment,Day Adjustment Value,SELECTEDVALUE('Day Adjustment'[Day Adjustment]),,No,,No,,No,,Yes,,Day Adjustment Value -> Day Adjustment + SELECTEDVALUE('Day Adjustment'[Day Adjustment]),0.2,No qualified references - simpler measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
M_OpenMonthForecast,Adjusted Days,[Full Days Azure Date Grain] + 'Day Adjustment'[Day Adjustment Value],,No,,Yes,day adjustment value,Yes,"day adjustment value, full days azure date grain",No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: day adjustment value","Adjusted Days -> M_OpenMonthForecast + [Full Days Azure Date Grain] + 'Day Adjustment'[Day Adjustment Value] | REFERENCES: Day Adjustment Value -> Day Adjustment + SELECTEDVALUE('Day Adjustment'[Day Adjustment]), Full Days Azure Date Grain -> M_OpenMonthForecast + VAR SourceDate = CALCULATE(MAX(DimSourceRefreshDetails[SourceLastRefreshedDate]),DimSourceRefreshDetails[DataCategory]=""AzureDateGrain"")
VAR DaysSource = DATEDIFF(CALCULATE(MAX(DimDate[MonthStartDate]),DimDate[IsCurrentAzureMonth]=1),SourceDate,DAY)
RETURN
DaysSource",0.0,Has qualified references - complex measure,0.2,,0.4,,0.4,,1.0,0.8,0.5,critical,1,RED,#FF0000
